Model,SweepRole,TargetRealParameters,ActualRealParameters,RegularizationMode,SelectedLambda,InternalValidationNMSEdB,IdentificationNMSEdB,FullSignalNMSEdB,FLOPsPerSample,ActiveWeights,ActiveBiases,WeightSparsityPercent,DenseSourceSignature,CandidateFeatures,RetainedFeatures,ActiveFeatures,FineTuneEpochs,FineTuneBudgetSource,MaskIntegrityAfterPruning,MaskIntegrityAfterFineTune,PointTimeSeconds,ArtifactFile
Sparse PNNN N12,Sweep point,60,60,Not applicable,NaN,NaN,-37.7606875530034,-37.7618297304481,280,46,14,95.5426356589147,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.9172127,pnnn_target_0060.mat
Sparse PNNN N12,Sweep point,70,70,Not applicable,NaN,NaN,-42.2244150256133,-42.2033047341465,300,56,14,94.5736434108527,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,59.9581369,pnnn_target_0070.mat
Sparse PNNN N12,Sweep point,80,80,Not applicable,NaN,NaN,-40.6939040330813,-40.6773872439414,320,66,14,93.6046511627907,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0078259,pnnn_target_0080.mat
Sparse PNNN N12,Sweep point,90,90,Not applicable,NaN,NaN,-38.7072328833396,-38.676761380693,340,76,14,92.6356589147287,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0442065,pnnn_target_0090.mat
Sparse PNNN N12,Sweep point,100,100,Not applicable,NaN,NaN,-38.7430399000293,-38.7327060368918,360,86,14,91.6666666666667,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4198974,pnnn_target_0100.mat
Sparse PNNN N12,Sweep point,110,110,Not applicable,NaN,NaN,-38.0725436934922,-38.0073482416609,380,96,14,90.6976744186046,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.1760109,pnnn_target_0110.mat
Sparse PNNN N12,Sweep point,120,120,Not applicable,NaN,NaN,-37.8052536823585,-37.7519564673955,400,106,14,89.7286821705426,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2581379,pnnn_target_0120.mat
Sparse PNNN N12,Sweep point,130,130,Not applicable,NaN,NaN,-39.4219738941527,-39.3772927248937,420,116,14,88.7596899224806,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4866694,pnnn_target_0130.mat
Sparse PNNN N12,Sweep point,140,140,Not applicable,NaN,NaN,-39.6975626150751,-39.6829198188516,440,126,14,87.7906976744186,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2776662,pnnn_target_0140.mat
Sparse PNNN N12,Sweep point,150,150,Not applicable,NaN,NaN,-39.7904548682283,-39.7709148172379,460,136,14,86.8217054263566,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4251275,pnnn_target_0150.mat
Sparse PNNN N12,Sweep point,160,160,Not applicable,NaN,NaN,-39.283019559491,-39.2507044575369,480,146,14,85.8527131782946,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.1231477,pnnn_target_0160.mat
Sparse PNNN N12,Sweep point,170,170,Not applicable,NaN,NaN,-38.2571519361545,-38.2606134621769,500,156,14,84.8837209302326,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.6913559,pnnn_target_0170.mat
Sparse PNNN N12,Sweep point,180,180,Not applicable,NaN,NaN,-37.3697551588021,-37.3601664713437,520,166,14,83.9147286821705,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,59.9319932,pnnn_target_0180.mat
Sparse PNNN N12,Sweep point,190,190,Not applicable,NaN,NaN,-36.9694456528161,-36.9655601117978,540,176,14,82.9457364341085,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.5215424,pnnn_target_0190.mat
Sparse PNNN N12,Sweep point,200,200,Not applicable,NaN,NaN,-36.9193689092594,-36.9124812463307,560,186,14,81.9767441860465,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4447,pnnn_target_0200.mat
Sparse PNNN N12,Sweep point,210,210,Not applicable,NaN,NaN,-37.0381996462039,-37.0416820216217,580,196,14,81.0077519379845,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4228428,pnnn_target_0210.mat
Sparse PNNN N12,Sweep point,220,220,Not applicable,NaN,NaN,-36.7998771909314,-36.8038591019984,600,206,14,80.0387596899225,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.6774561,pnnn_target_0220.mat
Sparse PNNN N12,Sweep point,230,230,Not applicable,NaN,NaN,-36.7708048316584,-36.7847572947471,620,216,14,79.0697674418605,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.7172002,pnnn_target_0230.mat
Sparse PNNN N12,Sweep point,240,240,Not applicable,NaN,NaN,-36.9681582920769,-36.9673467991018,640,226,14,78.1007751937985,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.1946193,pnnn_target_0240.mat
Sparse PNNN N12,Sweep point,250,250,Not applicable,NaN,NaN,-37.1497170892501,-37.1365095153429,660,236,14,77.1317829457364,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.1810134,pnnn_target_0250.mat
Sparse PNNN N12,Sweep point,260,260,Not applicable,NaN,NaN,-37.3889661235593,-37.3788825045582,680,246,14,76.1627906976744,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2586972,pnnn_target_0260.mat
Sparse PNNN N12,Sweep point,270,270,Not applicable,NaN,NaN,-37.4831476636818,-37.4865789775186,700,256,14,75.1937984496124,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.3239919,pnnn_target_0270.mat
Sparse PNNN N12,Sweep point,280,280,Not applicable,NaN,NaN,-38.1586028023019,-38.1726307679266,720,266,14,74.2248062015504,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2184048,pnnn_target_0280.mat
Sparse PNNN N12,Sweep point,290,290,Not applicable,NaN,NaN,-38.0961704860768,-38.1135875747852,740,276,14,73.2558139534884,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.1461479,pnnn_target_0290.mat
Sparse PNNN N12,Sweep point,300,300,Not applicable,NaN,NaN,-37.8583573747164,-37.8708469156804,760,286,14,72.2868217054264,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4317919,pnnn_target_0300.mat
Sparse PNNN N12,Sweep point,310,310,Not applicable,NaN,NaN,-37.7343555035969,-37.7608847070782,780,296,14,71.3178294573643,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4964315,pnnn_target_0310.mat
Sparse PNNN N12,Sweep point,320,320,Not applicable,NaN,NaN,-37.5281680420811,-37.5635987928511,800,306,14,70.3488372093023,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4850575,pnnn_target_0320.mat
Sparse PNNN N12,Sweep point,330,330,Not applicable,NaN,NaN,-37.6304828435919,-37.6782447143135,820,316,14,69.3798449612403,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4257548,pnnn_target_0330.mat
Sparse PNNN N12,Sweep point,340,340,Not applicable,NaN,NaN,-37.6783945140976,-37.7215689292522,840,326,14,68.4108527131783,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2898543,pnnn_target_0340.mat
Sparse PNNN N12,Sweep point,350,350,Not applicable,NaN,NaN,-37.6593139287628,-37.6947020772401,860,336,14,67.4418604651163,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0422846,pnnn_target_0350.mat
Sparse PNNN N12,Sweep point,360,360,Not applicable,NaN,NaN,-37.5989439396027,-37.6420233179543,880,346,14,66.4728682170543,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0870717,pnnn_target_0360.mat
Sparse PNNN N12,Sweep point,370,370,Not applicable,NaN,NaN,-37.5221883373136,-37.5617625246136,900,356,14,65.5038759689922,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,59.9915626,pnnn_target_0370.mat
Sparse PNNN N12,Sweep point,380,380,Not applicable,NaN,NaN,-37.5921443789271,-37.6153682047246,920,366,14,64.5348837209302,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.4187676,pnnn_target_0380.mat
Sparse PNNN N12,Sweep point,390,390,Not applicable,NaN,NaN,-37.5307469896331,-37.553239993729,940,376,14,63.5658914728682,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2336764,pnnn_target_0390.mat
Sparse PNNN N12,Sweep point,400,400,Not applicable,NaN,NaN,-37.8016237933138,-37.8467686332178,960,386,14,62.5968992248062,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2831304,pnnn_target_0400.mat
Sparse PNNN N12,Sweep point,410,410,Not applicable,NaN,NaN,-37.7676633561748,-37.8060418366514,980,396,14,61.6279069767442,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.2735713,pnnn_target_0410.mat
Sparse PNNN N12,Sweep point,420,420,Not applicable,NaN,NaN,-37.5722395284043,-37.588813673355,1000,406,14,60.6589147286822,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.3687064,pnnn_target_0420.mat
Sparse PNNN N12,Sweep point,430,430,Not applicable,NaN,NaN,-37.6783693894885,-37.7095255376611,1020,416,14,59.6899224806202,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0827743,pnnn_target_0430.mat
Sparse PNNN N12,Sweep point,440,440,Not applicable,NaN,NaN,-37.7593437412158,-37.7934009665643,1040,426,14,58.7209302325581,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.3213309,pnnn_target_0440.mat
Sparse PNNN N12,Sweep point,450,450,Not applicable,NaN,NaN,-37.7314579862133,-37.7758619192445,1060,436,14,57.7519379844961,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.5204631,pnnn_target_0450.mat
Sparse PNNN N12,Sweep point,460,460,Not applicable,NaN,NaN,-37.7820409191445,-37.832332937983,1080,446,14,56.7829457364341,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,61.8168924,pnnn_target_0460.mat
Sparse PNNN N12,Sweep point,470,470,Not applicable,NaN,NaN,-37.6484956896608,-37.6900270655233,1100,456,14,55.8139534883721,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.8293942,pnnn_target_0470.mat
Sparse PNNN N12,Sweep point,480,480,Not applicable,NaN,NaN,-37.6679682654784,-37.7101560768383,1120,466,14,54.8449612403101,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.475122,pnnn_target_0480.mat
Sparse PNNN N12,Sweep point,490,490,Not applicable,NaN,NaN,-37.6360095516809,-37.6903393722685,1140,476,14,53.8759689922481,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.072986,pnnn_target_0490.mat
Sparse PNNN N12,Sweep point,500,500,Not applicable,NaN,NaN,-37.5853309146988,-37.6278524576987,1160,486,14,52.906976744186,0ee4931b1c4d055b39e266d63f3f0a364294f04033f46b81144a381bf14b2dcf,NaN,NaN,NaN,164,shared N12 internal selection,1,1,60.0134115,pnnn_target_0500.mat
