Model,SweepRole,TargetRealParameters,ActualRealParameters,RegularizationMode,SelectedLambda,InternalValidationNMSEdB,IdentificationNMSEdB,FullSignalNMSEdB,FLOPsPerSample,ActiveWeights,ActiveBiases,WeightSparsityPercent,DenseSourceSignature,CandidateFeatures,RetainedFeatures,ActiveFeatures,FineTuneEpochs,FineTuneBudgetSource,MaskIntegrityAfterPruning,MaskIntegrityAfterFineTune,PointTimeSeconds,ArtifactFile
Independent PN-IQ PN-DOMP sweep,Sweep point,460,460,Validation-selected Ridge,0,-42.8137277708376,-43.0528627731758,-42.9508494950553,1434,460,0,NaN,Not applicable,1346,1285,230,NaN,Not applicable,NaN,NaN,NaN,linear_sweep.mat
Independent PN-IQ PN-DOMP sweep,Sweep point,470,470,Validation-selected Ridge,0,-42.8804466220351,-43.0620413011499,-42.9560413153463,1464,470,0,NaN,Not applicable,1346,1285,235,NaN,Not applicable,NaN,NaN,NaN,linear_sweep.mat
Independent PN-IQ PN-DOMP sweep,Sweep point,480,480,Validation-selected Ridge,0,-42.880709796592,-43.0751226561465,-42.9668430797656,1490,480,0,NaN,Not applicable,1346,1285,240,NaN,Not applicable,NaN,NaN,NaN,linear_sweep.mat
Independent PN-IQ PN-DOMP sweep,Sweep point,490,490,Validation-selected Ridge,0,-42.8872129986664,-43.1284982176682,-43.0240550309238,1510,490,0,NaN,Not applicable,1346,1285,245,NaN,Not applicable,NaN,NaN,NaN,linear_sweep.mat
Independent PN-IQ PN-DOMP sweep,Sweep point,500,500,Validation-selected Ridge,0,-42.8905267963396,-43.1724964498556,-43.0643690283071,1536,500,0,NaN,Not applicable,1346,1285,250,NaN,Not applicable,NaN,NaN,NaN,linear_sweep.mat
Sparse PNNN N12,Sweep point,20,20,Not applicable,NaN,NaN,-6.95773921203673,-6.94737083164298,200,6,14,99.4186046511628,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,61.4809198,pnnn_target_0020.mat
Sparse PNNN N12,Sweep point,30,30,Not applicable,NaN,NaN,-16.4554105678844,-16.439123104765,220,16,14,98.4496124031008,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,48.2450552,pnnn_target_0030.mat
Sparse PNNN N12,Sweep point,40,40,Not applicable,NaN,NaN,-22.9127323858551,-22.8788362408389,240,26,14,97.4806201550388,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.2977087,pnnn_target_0040.mat
Sparse PNNN N12,Sweep point,50,50,Not applicable,NaN,NaN,-25.191792956803,-25.1731183056237,260,36,14,96.5116279069767,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,41.8381454,pnnn_target_0050.mat
Sparse PNNN N12,Sweep point,60,60,Not applicable,NaN,NaN,-25.4705040231195,-25.4610477574561,280,46,14,95.5426356589147,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.1958496,pnnn_target_0060.mat
Sparse PNNN N12,Sweep point,70,70,Not applicable,NaN,NaN,-25.5933482667598,-25.5876539565146,300,56,14,94.5736434108527,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,43.9750482,pnnn_target_0070.mat
Sparse PNNN N12,Sweep point,80,80,Not applicable,NaN,NaN,-27.8338175017524,-27.8119245463028,320,66,14,93.6046511627907,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.2460606,pnnn_target_0080.mat
Sparse PNNN N12,Sweep point,90,90,Not applicable,NaN,NaN,-28.7474092478716,-28.7157302921588,340,76,14,92.6356589147287,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.035706,pnnn_target_0090.mat
Sparse PNNN N12,Sweep point,100,100,Not applicable,NaN,NaN,-32.3748500910651,-32.3759311324944,360,86,14,91.6666666666667,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.0712403,pnnn_target_0100.mat
Sparse PNNN N12,Sweep point,110,110,Not applicable,NaN,NaN,-33.2166329788386,-33.2157561787695,380,96,14,90.6976744186046,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,43.6094482,pnnn_target_0110.mat
Sparse PNNN N12,Sweep point,120,120,Not applicable,NaN,NaN,-33.5779296209479,-33.5898276915958,400,106,14,89.7286821705426,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,46.0409079,pnnn_target_0120.mat
Sparse PNNN N12,Sweep point,130,130,Not applicable,NaN,NaN,-33.8017438418593,-33.8285664150716,420,116,14,88.7596899224806,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,49.3216875,pnnn_target_0130.mat
Sparse PNNN N12,Sweep point,140,140,Not applicable,NaN,NaN,-33.9644306929882,-34.0037686330369,440,126,14,87.7906976744186,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,48.6567891,pnnn_target_0140.mat
Sparse PNNN N12,Sweep point,150,150,Not applicable,NaN,NaN,-34.0270820114111,-34.0643541060333,460,136,14,86.8217054263566,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.2119501,pnnn_target_0150.mat
Sparse PNNN N12,Sweep point,160,160,Not applicable,NaN,NaN,-34.1334468534976,-34.1815182027036,480,146,14,85.8527131782946,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.0866896,pnnn_target_0160.mat
Sparse PNNN N12,Sweep point,170,170,Not applicable,NaN,NaN,-34.666123992585,-34.7145814343899,500,156,14,84.8837209302326,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.6628225,pnnn_target_0170.mat
Sparse PNNN N12,Sweep point,180,180,Not applicable,NaN,NaN,-34.8499228840316,-34.9111748809425,520,166,14,83.9147286821705,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.0899539,pnnn_target_0180.mat
Sparse PNNN N12,Sweep point,190,190,Not applicable,NaN,NaN,-36.7069594927167,-36.7356014850684,540,176,14,82.9457364341085,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,46.3097237,pnnn_target_0190.mat
Sparse PNNN N12,Sweep point,200,200,Not applicable,NaN,NaN,-36.8740526343166,-36.913422362327,560,186,14,81.9767441860465,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,48.8426265,pnnn_target_0200.mat
Sparse PNNN N12,Sweep point,210,210,Not applicable,NaN,NaN,-37.3171307596557,-37.3422441339868,580,196,14,81.0077519379845,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,50.9086858,pnnn_target_0210.mat
Sparse PNNN N12,Sweep point,220,220,Not applicable,NaN,NaN,-37.4302056459463,-37.4516143637292,600,206,14,80.0387596899225,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,44.0441688,pnnn_target_0220.mat
Sparse PNNN N12,Sweep point,230,230,Not applicable,NaN,NaN,-37.6044848893094,-37.6452493661353,620,216,14,79.0697674418605,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.9593409,pnnn_target_0230.mat
Sparse PNNN N12,Sweep point,240,240,Not applicable,NaN,NaN,-38.1008071435396,-38.1256133278717,640,226,14,78.1007751937985,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.8087891,pnnn_target_0240.mat
Sparse PNNN N12,Sweep point,250,250,Not applicable,NaN,NaN,-38.1498445114911,-38.1728693328093,660,236,14,77.1317829457364,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,41.0548011,pnnn_target_0250.mat
Sparse PNNN N12,Sweep point,260,260,Not applicable,NaN,NaN,-38.1506767028875,-38.17612804969,680,246,14,76.1627906976744,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.1561538,pnnn_target_0260.mat
Sparse PNNN N12,Sweep point,270,270,Not applicable,NaN,NaN,-38.5082737071039,-38.5294877804143,700,256,14,75.1937984496124,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.0505372,pnnn_target_0270.mat
Sparse PNNN N12,Sweep point,280,280,Not applicable,NaN,NaN,-38.5857350559479,-38.6004605837382,720,266,14,74.2248062015504,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.1182821,pnnn_target_0280.mat
Sparse PNNN N12,Sweep point,290,290,Not applicable,NaN,NaN,-38.6073291345502,-38.6127218132286,740,276,14,73.2558139534884,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,39.9306156,pnnn_target_0290.mat
Sparse PNNN N12,Sweep point,300,300,Not applicable,NaN,NaN,-38.9490336301786,-38.9395291401459,760,286,14,72.2868217054264,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.0753835,pnnn_target_0300.mat
Sparse PNNN N12,Sweep point,310,310,Not applicable,NaN,NaN,-39.0260202649013,-38.9998621968575,780,296,14,71.3178294573643,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.1565847,pnnn_target_0310.mat
Sparse PNNN N12,Sweep point,320,320,Not applicable,NaN,NaN,-39.1031696628137,-39.0723958840978,800,306,14,70.3488372093023,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,41.8160446,pnnn_target_0320.mat
Sparse PNNN N12,Sweep point,330,330,Not applicable,NaN,NaN,-39.2323338015079,-39.1918891949168,820,316,14,69.3798449612403,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,41.2699337,pnnn_target_0330.mat
Sparse PNNN N12,Sweep point,340,340,Not applicable,NaN,NaN,-39.3052948049521,-39.2549806246501,840,326,14,68.4108527131783,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.4017884,pnnn_target_0340.mat
Sparse PNNN N12,Sweep point,350,350,Not applicable,NaN,NaN,-39.2803246849045,-39.2430799757571,860,336,14,67.4418604651163,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,39.8688268,pnnn_target_0350.mat
Sparse PNNN N12,Sweep point,360,360,Not applicable,NaN,NaN,-39.3117124992988,-39.2746116217784,880,346,14,66.4728682170543,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.0200301,pnnn_target_0360.mat
Sparse PNNN N12,Sweep point,370,370,Not applicable,NaN,NaN,-39.323575695067,-39.291026208773,900,356,14,65.5038759689922,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,40.3278783,pnnn_target_0370.mat
Sparse PNNN N12,Sweep point,380,380,Not applicable,NaN,NaN,-39.3564247550751,-39.320799318685,920,366,14,64.5348837209302,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,42.0709821,pnnn_target_0380.mat
Sparse PNNN N12,Sweep point,390,390,Not applicable,NaN,NaN,-39.3538222110929,-39.3127024778864,940,376,14,63.5658914728682,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,48.3736356,pnnn_target_0390.mat
Sparse PNNN N12,Sweep point,400,400,Not applicable,NaN,NaN,-39.3381431620232,-39.2982817763444,960,386,14,62.5968992248062,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.060572,pnnn_target_0400.mat
Sparse PNNN N12,Sweep point,410,410,Not applicable,NaN,NaN,-39.3334957014526,-39.3002379492622,980,396,14,61.6279069767442,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.2506176,pnnn_target_0410.mat
Sparse PNNN N12,Sweep point,420,420,Not applicable,NaN,NaN,-39.3430645041684,-39.3125364095763,1000,406,14,60.6589147286822,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.3221641,pnnn_target_0420.mat
Sparse PNNN N12,Sweep point,430,430,Not applicable,NaN,NaN,-39.3522980429589,-39.3255357396342,1020,416,14,59.6899224806202,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.534188,pnnn_target_0430.mat
Sparse PNNN N12,Sweep point,440,440,Not applicable,NaN,NaN,-39.352544591457,-39.3232775961425,1040,426,14,58.7209302325581,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.5494254,pnnn_target_0440.mat
Sparse PNNN N12,Sweep point,450,450,Not applicable,NaN,NaN,-39.3389374081035,-39.3128949118105,1060,436,14,57.7519379844961,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,46.1760798,pnnn_target_0450.mat
Sparse PNNN N12,Sweep point,460,460,Not applicable,NaN,NaN,-39.3716828868703,-39.3404179309634,1080,446,14,56.7829457364341,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,47.6999999,pnnn_target_0460.mat
Sparse PNNN N12,Sweep point,470,470,Not applicable,NaN,NaN,-39.4472642724425,-39.4251045948268,1100,456,14,55.8139534883721,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,46.6602684,pnnn_target_0470.mat
Sparse PNNN N12,Sweep point,480,480,Not applicable,NaN,NaN,-39.4738707382626,-39.4460396631536,1120,466,14,54.8449612403101,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,64.8143175,pnnn_target_0480.mat
Sparse PNNN N12,Sweep point,490,490,Not applicable,NaN,NaN,-39.4780531946408,-39.4505317363243,1140,476,14,53.8759689922481,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,80.3544539,pnnn_target_0490.mat
Sparse PNNN N12,Sweep point,500,500,Not applicable,NaN,NaN,-39.4933183897784,-39.4663543121191,1160,486,14,52.906976744186,e4f837d55d3681d45276dc0351f07526d745d9e6d914efee874c092f430d20b7,NaN,NaN,NaN,164,shared N12 internal selection,1,1,80.4691243,pnnn_target_0500.mat
