NMSEToleranceDb,SelectedParameters,SelectedPNNNNMSEdB,SelectedPNNNFLOPs,NMSELossFromBestDb,FLOPsSavedPercentVsBest,PNNNGainOverGMPDb
0.1,460,-39.3369807974355,1080,0.097256094582626,5.26315789473684,0.4715786514275
0.15,360,-39.2880226730368,880,0.14621421898137,22.8070175438597,0.425266428622209
0.2,340,-39.2429635431325,840,0.191273348885673,26.3157894736842,0.382980486137413
0.25,330,-39.2224030530554,820,0.211833838962782,28.0701754385965,0.361153917119026
