Model,SweepRole,TargetRealParameters,ActualRealParameters,RegularizationMode,SelectedLambda,InternalValidationNMSEdB,IdentificationNMSEdB,FullSignalNMSEdB,FLOPsPerSample,ActiveWeights,ActiveBiases,WeightSparsityPercent,DenseSourceSignature,CandidateFeatures,RetainedFeatures,ActiveFeatures,FineTuneEpochs,FineTuneBudgetSource,MaskIntegrityAfterPruning,MaskIntegrityAfterFineTune,PointTimeSeconds,ArtifactFile
Sparse PNNN N12,Sweep point,60,60,Not applicable,NaN,NaN,-22.122962232668,-22.1630633025984,280,46,14,95.5426356589147,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,70.1849001,pnnn_target_0060.mat
Sparse PNNN N12,Sweep point,70,70,Not applicable,NaN,NaN,-22.6854260689382,-22.7395753202509,300,56,14,94.5736434108527,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,71.3954316,pnnn_target_0070.mat
Sparse PNNN N12,Sweep point,80,80,Not applicable,NaN,NaN,-24.4694637035309,-24.538152800176,320,66,14,93.6046511627907,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.5323464,pnnn_target_0080.mat
Sparse PNNN N12,Sweep point,90,90,Not applicable,NaN,NaN,-26.501188173665,-26.5117494509519,340,76,14,92.6356589147287,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,70.9666698,pnnn_target_0090.mat
Sparse PNNN N12,Sweep point,100,100,Not applicable,NaN,NaN,-27.0393843254054,-27.0520004076142,360,86,14,91.6666666666667,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,217.7005744,pnnn_target_0100.mat
Sparse PNNN N12,Sweep point,110,110,Not applicable,NaN,NaN,-28.0607265980104,-28.1301817752225,380,96,14,90.6976744186046,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,132.8339786,pnnn_target_0110.mat
Sparse PNNN N12,Sweep point,120,120,Not applicable,NaN,NaN,-28.8984604812384,-28.9664473613375,400,106,14,89.7286821705426,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,78.6611252,pnnn_target_0120.mat
Sparse PNNN N12,Sweep point,130,130,Not applicable,NaN,NaN,-30.1617810452325,-30.2173599017914,420,116,14,88.7596899224806,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.6726186,pnnn_target_0130.mat
Sparse PNNN N12,Sweep point,140,140,Not applicable,NaN,NaN,-30.3624691352231,-30.3836669832858,440,126,14,87.7906976744186,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.0628575,pnnn_target_0140.mat
Sparse PNNN N12,Sweep point,150,150,Not applicable,NaN,NaN,-30.7123903577202,-30.7768253918898,460,136,14,86.8217054263566,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,70.9213307,pnnn_target_0150.mat
Sparse PNNN N12,Sweep point,160,160,Not applicable,NaN,NaN,-31.1957289586876,-31.2382461702425,480,146,14,85.8527131782946,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,73.0154519,pnnn_target_0160.mat
Sparse PNNN N12,Sweep point,170,170,Not applicable,NaN,NaN,-34.3269647857519,-34.3915941347759,500,156,14,84.8837209302326,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.2117405,pnnn_target_0170.mat
Sparse PNNN N12,Sweep point,180,180,Not applicable,NaN,NaN,-34.2182275106166,-34.2958452251433,520,166,14,83.9147286821705,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,80.4378971,pnnn_target_0180.mat
Sparse PNNN N12,Sweep point,190,190,Not applicable,NaN,NaN,-34.3864190238309,-34.4622697213487,540,176,14,82.9457364341085,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,71.1386189,pnnn_target_0190.mat
Sparse PNNN N12,Sweep point,200,200,Not applicable,NaN,NaN,-34.5631223940743,-34.6691994054824,560,186,14,81.9767441860465,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,65.5003125,pnnn_target_0200.mat
Sparse PNNN N12,Sweep point,210,210,Not applicable,NaN,NaN,-34.6644396633468,-34.7593707922262,580,196,14,81.0077519379845,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,74.5005722,pnnn_target_0210.mat
Sparse PNNN N12,Sweep point,220,220,Not applicable,NaN,NaN,-34.6371926582079,-34.7775847268228,600,206,14,80.0387596899225,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,81.3596443,pnnn_target_0220.mat
Sparse PNNN N12,Sweep point,230,230,Not applicable,NaN,NaN,-34.7788603541519,-34.8890984509051,620,216,14,79.0697674418605,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,109.6240289,pnnn_target_0230.mat
Sparse PNNN N12,Sweep point,240,240,Not applicable,NaN,NaN,-35.0558399790855,-35.0819489371359,640,226,14,78.1007751937985,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,77.8781126,pnnn_target_0240.mat
Sparse PNNN N12,Sweep point,250,250,Not applicable,NaN,NaN,-35.0536724102449,-35.0612169610425,660,236,14,77.1317829457364,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,78.3135286,pnnn_target_0250.mat
Sparse PNNN N12,Sweep point,260,260,Not applicable,NaN,NaN,-35.2023725707711,-35.2191075609417,680,246,14,76.1627906976744,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,85.846807,pnnn_target_0260.mat
Sparse PNNN N12,Sweep point,270,270,Not applicable,NaN,NaN,-35.2976924772534,-35.3069165713401,700,256,14,75.1937984496124,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,78.2094516,pnnn_target_0270.mat
Sparse PNNN N12,Sweep point,280,280,Not applicable,NaN,NaN,-35.3182463658031,-35.3255341111115,720,266,14,74.2248062015504,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,74.8882604,pnnn_target_0280.mat
Sparse PNNN N12,Sweep point,290,290,Not applicable,NaN,NaN,-35.3269857339803,-35.306446997158,740,276,14,73.2558139534884,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,79.0353157,pnnn_target_0290.mat
Sparse PNNN N12,Sweep point,300,300,Not applicable,NaN,NaN,-35.3894397287284,-35.3728318307938,760,286,14,72.2868217054264,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,80.1816293,pnnn_target_0300.mat
Sparse PNNN N12,Sweep point,310,310,Not applicable,NaN,NaN,-35.5088287515396,-35.481487877351,780,296,14,71.3178294573643,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,77.9436866,pnnn_target_0310.mat
Sparse PNNN N12,Sweep point,320,320,Not applicable,NaN,NaN,-35.5729899255815,-35.5554555193461,800,306,14,70.3488372093023,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,77.5899828,pnnn_target_0320.mat
Sparse PNNN N12,Sweep point,330,330,Not applicable,NaN,NaN,-35.6088037536168,-35.5883723044396,820,316,14,69.3798449612403,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,78.7139174,pnnn_target_0330.mat
Sparse PNNN N12,Sweep point,340,340,Not applicable,NaN,NaN,-35.6793003438009,-35.6523901262658,840,326,14,68.4108527131783,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,77.5833088,pnnn_target_0340.mat
Sparse PNNN N12,Sweep point,350,350,Not applicable,NaN,NaN,-35.663771317448,-35.6434613977793,860,336,14,67.4418604651163,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,77.8328643,pnnn_target_0350.mat
Sparse PNNN N12,Sweep point,360,360,Not applicable,NaN,NaN,-35.6525942105893,-35.6287247679074,880,346,14,66.4728682170543,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,80.8282806,pnnn_target_0360.mat
Sparse PNNN N12,Sweep point,370,370,Not applicable,NaN,NaN,-35.643640930199,-35.6158650957949,900,356,14,65.5038759689922,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,82.5244545,pnnn_target_0370.mat
Sparse PNNN N12,Sweep point,380,380,Not applicable,NaN,NaN,-35.6330023384031,-35.6066585652384,920,366,14,64.5348837209302,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,78.583943,pnnn_target_0380.mat
Sparse PNNN N12,Sweep point,390,390,Not applicable,NaN,NaN,-35.6107204160862,-35.5711438834016,940,376,14,63.5658914728682,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,73.925033,pnnn_target_0390.mat
Sparse PNNN N12,Sweep point,400,400,Not applicable,NaN,NaN,-35.6332531666188,-35.586261103264,960,386,14,62.5968992248062,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,73.2729842,pnnn_target_0400.mat
Sparse PNNN N12,Sweep point,410,410,Not applicable,NaN,NaN,-35.6597399426622,-35.6134369959442,980,396,14,61.6279069767442,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,69.8307879,pnnn_target_0410.mat
Sparse PNNN N12,Sweep point,420,420,Not applicable,NaN,NaN,-35.6704847219358,-35.6266985801333,1000,406,14,60.6589147286822,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.4505919,pnnn_target_0420.mat
Sparse PNNN N12,Sweep point,430,430,Not applicable,NaN,NaN,-35.7134011107674,-35.6670074569741,1020,416,14,59.6899224806202,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.7760042,pnnn_target_0430.mat
Sparse PNNN N12,Sweep point,440,440,Not applicable,NaN,NaN,-35.7209744200288,-35.6737313985066,1040,426,14,58.7209302325581,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,74.3768781,pnnn_target_0440.mat
Sparse PNNN N12,Sweep point,450,450,Not applicable,NaN,NaN,-35.7298673974924,-35.6708856193042,1060,436,14,57.7519379844961,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,76.2308539,pnnn_target_0450.mat
Sparse PNNN N12,Sweep point,460,460,Not applicable,NaN,NaN,-35.7373431267963,-35.6799703560937,1080,446,14,56.7829457364341,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,75.6160461,pnnn_target_0460.mat
Sparse PNNN N12,Sweep point,470,470,Not applicable,NaN,NaN,-35.7385679184652,-35.6806427959105,1100,456,14,55.8139534883721,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,73.7584891,pnnn_target_0470.mat
Sparse PNNN N12,Sweep point,480,480,Not applicable,NaN,NaN,-35.7465274640014,-35.6983559647958,1120,466,14,54.8449612403101,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,75.0486013,pnnn_target_0480.mat
Sparse PNNN N12,Sweep point,490,490,Not applicable,NaN,NaN,-35.7478283073858,-35.6959785309674,1140,476,14,53.8759689922481,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,74.0854408,pnnn_target_0490.mat
Sparse PNNN N12,Sweep point,500,500,Not applicable,NaN,NaN,-35.757395019502,-35.6994634402655,1160,486,14,52.906976744186,8cae5ea67dd1791d631b3cdccd33a077a2dfbed54ff027bf255fff79eb36840f,NaN,NaN,NaN,164,shared N12 internal selection,1,1,72.2302799,pnnn_target_0500.mat
